QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE
21,62.96,6,1322.16,Shipped,1,1,2004,Vintage Cars,60,Spain,Small
28,50.85,9,1423.8,Shipped,1,3,2004,Vintage Cars,60,France,Small
33,72.65,1,2397.45,Shipped,2,4,2004,Vintage Cars,60,France,Small
25,62.96,15,1574,Shipped,3,8,2004,Vintage Cars,60,Italy,Small
28,61.75,4,1729,Shipped,3,9,2004,Vintage Cars,60,Singapore,Small
46,49.04,2,2255.84,Shipped,4,10,2004,Vintage Cars,60,Spain,Small
30,61.15,16,1834.5,Shipped,4,10,2004,Vintage Cars,60,USA,Small
38,84.25,9,3201.5,Shipped,4,11,2004,Vintage Cars,60,UK,Medium
40,56.91,2,2276.4,Shipped,4,11,2004,Vintage Cars,60,France,Small
45,100,4,8884.8,Resolved,1,1,2005,Vintage Cars,60,USA,Large
27,49.3,1,1331.1,Shipped,1,2,2005,Vintage Cars,60,Spain,Small
42,72.65,1,3051.3,On Hold,2,4,2005,Vintage Cars,60,USA,Medium
36,63.57,4,2288.52,In Process,2,5,2005,Vintage Cars,60,Australia,Small
29,100,12,3772.61,Shipped,1,1,2003,Trucks and Buses,122,Spain,Medium
39,100,3,4164.42,Shipped,2,4,2003,Trucks and Buses,122,France,Medium
45,100,14,6295.95,Shipped,2,6,2003,Trucks and Buses,122,USA,Medium
47,100,8,6287.66,Shipped,3,8,2003,Trucks and Buses,122,Finland,Medium
49,100,6,5412.54,Shipped,3,9,2003,Trucks and Buses,122,Finland,Medium
46,100,15,5984.14,Shipped,4,10,2003,Trucks and Buses,122,Singapore,Medium
48,100,4,5891.04,Shipped,4,11,2003,Trucks and Buses,122,UK,Medium
46,100,9,5984.14,Shipped,4,11,2003,Trucks and Buses,122,Spain,Medium
35,100,9,3608.15,Shipped,4,11,2003,Trucks and Buses,122,USA,Medium
43,100,10,5752.54,Shipped,4,12,2003,Trucks and Buses,122,USA,Medium
26,100,4,3765.32,Shipped,1,3,2004,Trucks and Buses,122,USA,Medium
22,98.18,8,2159.96,Shipped,2,5,2004,Trucks and Buses,122,Spain,Small
34,99.41,7,3379.94,Shipped,2,6,2004,Trucks and Buses,122,Singapore,Medium
50,100,8,5093.5,Shipped,3,7,2004,Trucks and Buses,122,USA,Medium
48,100,4,5773.44,Shipped,3,8,2004,Trucks and Buses,122,USA,Medium
41,100,11,4528.86,Shipped,3,9,2004,Trucks and Buses,122,USA,Medium
36,100,8,4816.08,Shipped,4,10,2004,Trucks and Buses,122,USA,Medium
29,100,2,3416.78,Shipped,4,10,2004,Trucks and Buses,122,Canada,Medium
33,37.48,10,1236.84,Shipped,4,11,2004,Trucks and Buses,122,USA,Small
46,100,6,5814.86,On Hold,4,11,2004,Trucks and Buses,122,Sweden,Medium
38,100,7,5223.48,Shipped,4,12,2004,Trucks and Buses,122,USA,Medium
20,36.42,11,728.4,Shipped,4,12,2004,Trucks and Buses,122,Spain,Small
22,100,5,3949,Shipped,1,1,2005,Trucks and Buses,122,Australia,Medium
27,100,11,3843.99,Shipped,1,2,2005,Trucks and Buses,122,Spain,Medium
56,98.18,8,5498.08,Shipped,2,5,2005,Trucks and Buses,122,Spain,Medium
38,99.41,7,3777.58,In Process,2,5,2005,Trucks and Buses,122,France,Medium
25,100,4,3782,Shipped,1,1,2003,Vintage Cars,127,Germany,Medium
33,100,4,3859.68,Shipped,1,3,2003,Vintage Cars,127,UK,Medium
42,100,3,4431.84,Shipped,2,5,2003,Vintage Cars,127,USA,Medium
33,100,8,4950.33,Shipped,3,9,2003,Vintage Cars,127,USA,Medium
38,100,6,4299.7,Shipped,4,10,2003,Vintage Cars,127,USA,Medium
31,100,10,4492.83,Shipped,4,11,2003,Vintage Cars,127,Italy,Medium
20,100,7,2212,Shipped,4,11,2003,Vintage Cars,127,USA,Small
44,100,11,4642.88,Shipped,4,11,2003,Vintage Cars,127,Australia,Medium
26,100,1,3206.32,Shipped,4,12,2003,Vintage Cars,127,USA,Medium
27,100,4,3604.23,Shipped,1,1,2004,Vintage Cars,127,Spain,Medium
46,100,7,7017.76,Shipped,1,3,2004,Vintage Cars,127,France,Large
47,100,2,6154.18,Shipped,2,4,2004,Vintage Cars,127,USA,Medium
37,100,13,4750.8,Shipped,3,8,2004,Vintage Cars,127,Italy,Medium
31,100,2,3822.92,Shipped,3,9,2004,Vintage Cars,127,Singapore,Medium
24,100,17,2440.8,Shipped,4,10,2004,Vintage Cars,127,France,Small
31,100,14,4729.36,Shipped,4,10,2004,Vintage Cars,127,USA,Medium
50,100,6,12536.5,Shipped,4,11,2004,Vintage Cars,127,USA,Large
35,64.69,8,2264.15,Shipped,4,11,2004,Vintage Cars,127,UK,Small
30,100,3,3928.2,Shipped,4,11,2004,Vintage Cars,127,France,Medium
29,100,3,3630.22,Shipped,4,12,2004,Vintage Cars,127,France,Medium
27,100,5,4196.07,Resolved,1,1,2005,Vintage Cars,127,USA,Medium
40,100,10,4931.6,Shipped,1,2,2005,Vintage Cars,127,Spain,Medium
31,98.99,16,3068.69,Shipped,1,3,2005,Vintage Cars,127,USA,Medium
6,100,2,785.64,Shipped,2,4,2005,Vintage Cars,127,Singapore,Small
45,100,2,4977,In Process,2,5,2005,Vintage Cars,127,Australia,Medium
22,54.09,2,1189.98,Shipped,1,1,2003,Trucks and Buses,60,Norway,Small
45,68.67,6,3090.15,Shipped,2,4,2003,Trucks and Buses,60,France,Medium
43,65.02,2,2795.86,Shipped,2,5,2003,Trucks and Buses,60,Spain,Small
46,61.99,2,2851.54,Shipped,3,7,2003,Trucks and Buses,60,USA,Small
39,69.28,9,2701.92,Shipped,3,9,2003,Trucks and Buses,60,Finland,Small
31,71.1,18,2204.1,Shipped,4,10,2003,Trucks and Buses,60,Singapore,Small
41,69.28,7,2840.48,Shipped,4,11,2003,Trucks and Buses,60,UK,Small
44,60.16,12,2647.04,Shipped,4,11,2003,Trucks and Buses,60,Spain,Small
45,70.49,2,3172.05,Shipped,4,11,2003,Trucks and Buses,60,France,Medium
37,69.89,13,2585.93,Shipped,4,12,2003,Trucks and Buses,60,USA,Small
35,61.38,2,2148.3,Shipped,1,2,2004,Trucks and Buses,60,Singapore,Small
28,59.55,7,1667.4,Shipped,1,3,2004,Trucks and Buses,60,USA,Small
30,61.99,11,1859.7,Shipped,2,5,2004,Trucks and Buses,60,Spain,Small
30,49.22,10,1476.6,Shipped,2,6,2004,Trucks and Buses,60,Singapore,Small
25,69.28,11,1732,Shipped,3,7,2004,Trucks and Buses,60,USA,Small
29,57.73,7,1674.17,Shipped,3,8,2004,Trucks and Buses,60,USA,Small
26,57.73,2,1500.98,Shipped,3,9,2004,Trucks and Buses,60,Sweden,Small
41,53.48,11,2192.68,Shipped,4,10,2004,Trucks and Buses,60,USA,Small
34,52.87,5,1797.58,Shipped,4,10,2004,Trucks and Buses,60,Canada,Small
35,61.21,11,2142.35,Shipped,4,11,2004,Trucks and Buses,60,USA,Small
34,61.38,1,2086.92,On Hold,4,11,2004,Trucks and Buses,60,Sweden,Small
50,100,8,6834.5,Shipped,4,11,2004,Trucks and Buses,60,Australia,Medium
41,61.99,7,2541.59,Shipped,4,12,2004,Trucks and Buses,60,USA,Small
22,96.86,7,2130.92,Shipped,1,1,2005,Trucks and Buses,60,Australia,Small
35,48.62,7,1701.7,Shipped,1,2,2005,Trucks and Buses,60,USA,Small
44,38.5,5,1694,Shipped,1,3,2005,Trucks and Buses,60,Australia,Small
47,61.99,11,2913.53,Shipped,2,5,2005,Trucks and Buses,60,Spain,Small
19,49.22,10,935.18,In Process,2,5,2005,Trucks and Buses,60,France,Small
34,90.39,2,3073.26,Shipped,1,2,2003,Planes,84,Italy,Medium
29,71.81,8,2082.49,Shipped,2,4,2003,Planes,84,Australia,Small
49,69.27,3,3394.23,Shipped,2,6,2003,Planes,84,Spain,Medium
30,85.32,14,2559.6,Shipped,3,8,2003,Planes,84,USA,Small
21,70.96,9,1490.16,Shipped,4,10,2003,Planes,84,USA,Small
50,76.88,7,3844,Shipped,1,1,2004,Planes,84,Japan,Medium
47,100,9,4724.91,Shipped,1,2,2004,Planes,84,Australia,Medium
24,76.03,3,1824.72,Shipped,2,4,2004,Planes,84,Canada,Small
27,98.84,4,2668.68,Shipped,2,5,2004,Planes,84,USA,Small
33,86.17,10,2843.61,Shipped,2,6,2004,Planes,84,USA,Small
35,90.39,9,3163.65,Shipped,3,7,2004,Planes,84,France,Medium
31,71.81,1,2226.11,Shipped,3,8,2004,Planes,84,Norway,Small
25,82.79,4,2069.75,Shipped,3,9,2004,Planes,84,Ireland,Small
27,82.79,7,2235.33,Shipped,4,10,2004,Planes,84,USA,Small
31,100,9,3116.43,Shipped,4,11,2004,Planes,84,USA,Medium
45,100,8,4781.7,Resolved,4,11,2004,Planes,84,Denmark,Medium
27,100,2,2810.7,Shipped,4,11,2004,Planes,84,Japan,Small
27,100,1,3515.67,Shipped,4,12,2004,Planes,84,USA,Medium
42,69.27,2,2909.34,Shipped,1,2,2005,Planes,84,Australia,Small
21,74.77,18,1570.17,Resolved,1,3,2005,Planes,84,Spain,Small
34,76.88,15,2613.92,Shipped,1,3,2005,Planes,84,France,Small
42,76.03,3,3193.26,On Hold,2,4,2005,Planes,84,USA,Medium
15,98.84,4,1482.6,Shipped,2,5,2005,Planes,84,Italy,Small
29,70.87,6,2055.23,Shipped,1,2,2003,Motorcycles,60,USA,Small
46,58.15,4,2674.9,Shipped,2,4,2003,Motorcycles,60,Australia,Small
30,61.78,6,1853.4,Shipped,3,7,2003,Motorcycles,60,France,Small
30,49.67,10,1490.1,Shipped,3,8,2003,Motorcycles,60,USA,Small
42,51.48,18,2162.16,Shipped,4,10,2003,Motorcycles,60,USA,Small
46,61.18,5,2814.28,Shipped,4,10,2003,Motorcycles,60,USA,Small
25,64.2,13,1605,Shipped,4,11,2003,Motorcycles,60,France,Small
32,65.42,5,2093.44,Shipped,4,11,2003,Motorcycles,60,Norway,Small
30,64.81,6,1944.3,Shipped,4,12,2003,Motorcycles,60,USA,Small
40,49.67,3,1986.8,Shipped,1,1,2004,Motorcycles,60,Japan,Small
28,60.57,5,1695.96,Shipped,1,2,2004,Motorcycles,60,Australia,Small
23,55.72,2,1281.56,Shipped,2,4,2004,Motorcycles,60,USA,Small
29,61.18,6,1774.22,Shipped,2,5,2004,Motorcycles,60,USA,Small
34,58.75,6,1997.5,Shipped,2,6,2004,Motorcycles,60,USA,Small
37,63.6,5,2353.2,Shipped,3,7,2004,Motorcycles,60,France,Small
20,49.06,10,981.2,Shipped,3,8,2004,Motorcycles,60,USA,Small
32,48.46,2,1550.72,Shipped,3,9,2004,Motorcycles,60,France,Small
34,52.09,3,1771.06,Shipped,4,10,2004,Motorcycles,60,USA,Small
42,52.7,5,2213.4,Shipped,4,11,2004,Motorcycles,60,USA,Small
38,100,12,5266.04,Shipped,4,11,2004,Motorcycles,60,USA,Medium
30,62.16,1,1864.8,Shipped,4,11,2004,Motorcycles,60,Japan,Small
23,49.67,3,1142.41,Shipped,1,1,2005,Motorcycles,60,USA,Small
22,53.3,4,1172.6,Shipped,1,2,2005,Motorcycles,60,Australia,Small
39,100,5,6981,Shipped,1,3,2005,Motorcycles,60,Sweden,Medium
55,55.72,2,3064.6,Shipped,2,4,2005,Motorcycles,60,France,Medium
36,61.18,6,2202.48,Disputed,2,5,2005,Motorcycles,60,Spain,Small
26,100,1,3773.38,Shipped,1,1,2003,Vintage Cars,168,Germany,Medium
31,100,1,5074.39,Shipped,1,3,2003,Vintage Cars,168,UK,Medium
34,100,2,6483.46,Shipped,2,5,2003,Vintage Cars,168,Australia,Medium
41,100,8,7956.46,Shipped,3,7,2003,Vintage Cars,168,Australia,Large
23,100,5,4230.62,Shipped,3,9,2003,Vintage Cars,168,USA,Medium
48,100,3,7209.12,Shipped,4,10,2003,Vintage Cars,168,USA,Large
22,100,7,3452.68,Shipped,4,11,2003,Vintage Cars,168,Italy,Medium
21,100,4,3047.73,Shipped,4,11,2003,Vintage Cars,168,USA,Medium
22,100,8,3675.32,Shipped,4,11,2003,Vintage Cars,168,Australia,Medium
40,100,3,7492.4,Shipped,4,12,2003,Vintage Cars,168,Spain,Large
50,100,1,9534.5,Shipped,1,1,2004,Vintage Cars,168,Spain,Large
29,100,4,5579.02,Shipped,1,3,2004,Vintage Cars,168,France,Medium
43,100,8,5950.34,Shipped,2,4,2004,Vintage Cars,168,Spain,Medium
24,100,1,3726,Shipped,2,6,2004,Vintage Cars,168,France,Medium
22,100,10,4455,Shipped,3,8,2004,Vintage Cars,168,Italy,Medium
43,100,3,8272.34,Shipped,3,9,2004,Vintage Cars,168,Norway,Large
20,100,14,3577.6,Shipped,4,10,2004,Vintage Cars,168,France,Medium
25,100,11,3881.25,Shipped,4,10,2004,Vintage Cars,168,USA,Medium
36,100,2,5797.44,Shipped,4,11,2004,Vintage Cars,168,USA,Medium
24,52.67,1,1264.08,Shipped,4,11,2004,Vintage Cars,168,UK,Small
21,100,6,4815.3,Shipped,4,11,2004,Vintage Cars,168,Australia,Medium
30,100,1,4462.2,Shipped,4,12,2004,Vintage Cars,168,France,Medium
32,94.79,7,3033.28,Resolved,1,1,2005,Vintage Cars,168,USA,Medium
21,47.18,8,990.78,Shipped,1,2,2005,Vintage Cars,168,Spain,Small
26,78.11,7,2030.86,Shipped,1,3,2005,Vintage Cars,168,USA,Small
35,100,1,5433.75,In Process,2,5,2005,Vintage Cars,168,USA,Medium
26,100,1,3157.44,Shipped,1,3,2003,Classic Cars,132,USA,Medium
46,100,3,5161.2,Shipped,2,5,2003,Classic Cars,132,France,Medium
37,100,3,4346.76,Shipped,3,7,2003,Classic Cars,132,France,Medium
27,100,10,3528.36,Shipped,3,9,2003,Classic Cars,132,Australia,Medium
23,100,9,3187.8,Shipped,4,10,2003,Classic Cars,132,Denmark,Medium
39,100,7,6023.16,Shipped,4,11,2003,Classic Cars,132,USA,Medium
27,100,3,3884.76,Shipped,4,11,2003,Classic Cars,132,Norway,Medium
38,100,8,4965.84,Shipped,4,11,2003,Classic Cars,132,USA,Medium
27,100,14,4169.88,Shipped,4,12,2003,Classic Cars,132,USA,Medium
40,100,7,4910.4,Shipped,1,1,2004,Classic Cars,132,Spain,Medium
24,100,5,3231.36,Shipped,1,2,2004,Classic Cars,132,USA,Medium
44,100,12,6853.44,Shipped,2,4,2004,Classic Cars,132,France,Medium
37,100,2,5177.04,Cancelled,2,6,2004,Classic Cars,132,UK,Medium
20,100,3,2824.8,Shipped,3,7,2004,Classic Cars,132,Italy,Small
39,100,3,4324.32,Shipped,3,8,2004,Classic Cars,132,USA,Medium
44,100,1,5052.96,Shipped,3,8,2004,Classic Cars,132,Switzerland,Medium
22,100,5,3223.44,Shipped,4,10,2003,Classic Cars,132,Norway,Medium
43,100,10,5278.68,Shipped,4,10,2004,Classic Cars,132,Spain,Medium
27,100,7,2851.2,Shipped,4,11,2004,Classic Cars,132,USA,Small
26,64.9,10,1687.4,Shipped,4,11,2004,Classic Cars,132,USA,Small
25,52.32,3,1308,Shipped,4,11,2004,Classic Cars,132,France,Small
49,100,2,6144.6,Shipped,1,1,2005,Classic Cars,132,Belgium,Medium
29,100,5,5127.2,Shipped,1,2,2005,Classic Cars,132,Spain,Medium
41,100,12,6386.16,On Hold,2,4,2005,Classic Cars,132,USA,Medium
55,100,2,7695.6,Shipped,2,5,2005,Classic Cars,132,Austria,Large
27,83.07,12,2242.89,Shipped,1,1,2003,Vintage Cars,101,Norway,Small
23,100,2,2539.89,Shipped,1,3,2003,Vintage Cars,101,Sweden,Small
31,90.17,12,2795.27,Shipped,2,5,2003,Vintage Cars,101,Spain,Small
46,100,1,5545.76,Shipped,3,7,2003,Vintage Cars,101,Australia,Medium
47,91.18,9,4285.46,Shipped,3,9,2003,Vintage Cars,101,Singapore,Medium
31,100,2,3329.09,Shipped,4,10,2003,Vintage Cars,101,USA,Medium
46,100,5,5592.22,Shipped,4,11,2003,Vintage Cars,101,Australia,Medium
37,89.15,9,3298.55,Shipped,4,11,2003,Vintage Cars,101,USA,Medium
28,93.21,1,2609.88,Shipped,4,11,2003,Vintage Cars,101,Australia,Small
37,90.17,7,3336.29,Shipped,4,12,2003,Vintage Cars,101,Canada,Medium
49,100,4,5510.05,Shipped,1,1,2004,Vintage Cars,101,USA,Medium
24,100,3,2504.4,Shipped,1,3,2004,Vintage Cars,101,USA,Small
30,100,1,3525.6,Shipped,2,4,2004,Vintage Cars,101,Spain,Medium
50,88.14,1,4407,Shipped,2,6,2004,Vintage Cars,101,USA,Medium
31,96.24,10,2983.44,Shipped,3,7,2004,Vintage Cars,101,Australia,Small
46,100,3,5126.24,Shipped,3,8,2004,Vintage Cars,101,Italy,Medium
47,100,12,5713.79,Shipped,3,9,2004,Vintage Cars,101,Sweden,Medium
46,100,7,4613.8,Shipped,4,10,2004,Vintage Cars,101,France,Medium
37,100,4,3711.1,Shipped,4,10,2004,Vintage Cars,101,USA,Medium
33,100,12,3524.73,Shipped,4,11,2004,Vintage Cars,101,USA,Medium
31,90.17,5,2795.27,Shipped,4,11,2004,Vintage Cars,101,USA,Small
48,100,9,4814.4,Shipped,4,11,2004,Vintage Cars,101,Australia,Medium
41,87.13,6,3572.33,Shipped,4,12,2004,Vintage Cars,101,USA,Medium
42,100,1,4581.36,Shipped,1,1,2005,Vintage Cars,101,USA,Medium
41,100,8,4319.76,Shipped,1,2,2005,Vintage Cars,101,USA,Medium
32,45.25,6,1448,Shipped,1,3,2005,Vintage Cars,101,Australia,Small
10,88.14,1,881.4,In Process,2,5,2005,Vintage Cars,101,Belgium,Small
35,57.46,14,2011.1,Shipped,1,1,2003,Vintage Cars,62,Norway,Small
28,64.33,2,1801.24,Shipped,1,3,2003,Vintage Cars,62,USA,Small
46,73.7,14,3390.2,Shipped,2,5,2003,Vintage Cars,62,Spain,Medium
20,71.2,3,1424,Shipped,3,7,2003,Vintage Cars,62,Australia,Small
30,49.97,11,1499.1,Shipped,3,9,2003,Vintage Cars,62,Singapore,Small
48,69.96,4,3358.08,Shipped,4,10,2003,Vintage Cars,62,USA,Medium
28,53.72,2,1504.16,Shipped,4,11,2003,Vintage Cars,62,Italy,Small
39,68.08,11,2655.12,Shipped,4,11,2003,Vintage Cars,62,USA,Small
24,51.84,3,1244.16,Shipped,4,11,2003,Vintage Cars,62,Australia,Small
28,67.46,9,1888.88,Shipped,4,12,2003,Vintage Cars,62,Canada,Small
31,58.71,6,1820.01,Shipped,1,1,2004,Vintage Cars,62,USA,Small
45,63.71,5,2866.95,Shipped,1,3,2004,Vintage Cars,62,USA,Small
24,58.09,3,1394.16,Shipped,2,4,2004,Vintage Cars,62,Spain,Small
49,53.72,3,2632.28,Shipped,2,6,2004,Vintage Cars,62,USA,Small
32,63.08,1,2018.56,Shipped,3,7,2004,Vintage Cars,62,Austria,Small
43,68.71,5,2954.53,Shipped,3,8,2004,Vintage Cars,62,Italy,Small
37,50.59,14,1871.83,Shipped,3,9,2004,Vintage Cars,62,Sweden,Small
24,64.96,9,1559.04,Shipped,4,10,2004,Vintage Cars,62,France,Small
35,53.72,6,1880.2,Shipped,4,10,2004,Vintage Cars,62,USA,Small
41,29.87,13,1224.67,Shipped,4,11,2004,Vintage Cars,62,USA,Small
26,100,17,2979.08,Shipped,4,11,2004,Vintage Cars,62,UK,Small
34,64.96,10,2208.64,Shipped,4,11,2004,Vintage Cars,62,Australia,Small
49,70.58,5,3458.42,Shipped,4,12,2004,Vintage Cars,62,USA,Medium
28,44.21,6,1237.88,Shipped,1,1,2005,Vintage Cars,62,USA,Small
40,68.08,4,2723.2,Shipped,1,2,2005,Vintage Cars,62,USA,Small
37,59.96,3,2218.52,Shipped,1,3,2005,Vintage Cars,62,Austria,Small
31,53.72,3,1665.32,In Process,2,5,2005,Vintage Cars,62,Belgium,Small
41,83.44,18,3421.04,Shipped,1,2,2003,Ships,86,Italy,Medium
21,89.46,9,1878.66,Shipped,2,4,2003,Ships,86,Austria,Small
40,96.34,2,3853.6,Shipped,2,6,2003,Ships,86,USA,Medium
46,74.84,13,3442.64,Shipped,3,8,2003,Ships,86,USA,Medium
44,79.14,11,3482.16,Shipped,4,10,2003,Ships,86,Finland,Medium
46,73.12,7,3363.52,Cancelled,4,10,2003,Ships,86,Sweden,Medium
41,81.72,10,3350.52,Shipped,4,11,2003,Ships,86,France,Medium
32,89.46,7,2862.72,Shipped,4,11,2003,Ships,86,UK,Small
46,87.74,4,4036.04,Shipped,4,11,2003,Ships,86,Spain,Medium
28,100,6,2817.92,Shipped,1,1,2004,Ships,86,USA,Small
49,94.62,10,4636.38,Shipped,1,2,2004,Ships,86,USA,Medium
21,73.98,1,1553.58,Cancelled,2,5,2004,Ships,86,USA,Small
32,84.3,15,2697.6,Cancelled,2,6,2004,Ships,86,Spain,Small
34,98.06,2,3334.04,Shipped,3,7,2004,Ships,86,Belgium,Medium
21,98.06,4,2059.26,Shipped,3,8,2004,Ships,86,Canada,Small
21,96.34,13,2023.14,Shipped,3,9,2004,Ships,86,Germany,Small
31,83.44,7,2586.64,Shipped,4,10,2004,Ships,86,USA,Small
21,94.62,15,1987.02,Shipped,4,11,2004,Ships,86,UK,Small
25,45.86,5,1146.5,Resolved,4,11,2004,Ships,86,Denmark,Small
28,82.58,3,2312.24,Shipped,4,11,2004,Ships,86,Belgium,Small
43,64.97,6,2793.71,Shipped,4,12,2004,Ships,86,Spain,Small
22,86.74,5,1908.28,Shipped,1,1,2005,Ships,86,Finland,Small
37,93.01,5,3441.37,Resolved,1,3,2005,Ships,86,Spain,Medium
28,72.26,18,2023.28,Shipped,1,3,2005,Ships,86,France,Small
30,74.84,7,2245.2,Shipped,2,4,2005,Ships,86,USA,Small
44,73.98,1,3255.12,On Hold,2,5,2005,Ships,86,USA,Medium
25,100,13,2539.5,Shipped,1,1,2003,Vintage Cars,104,Norway,Small
43,100,1,4818.15,Shipped,1,3,2003,Vintage Cars,104,USA,Medium
30,97.39,13,2921.7,Shipped,2,5,2003,Vintage Cars,104,Spain,Small
20,90.06,2,1801.2,Shipped,3,7,2003,Vintage Cars,104,Australia,Small
26,100,10,2804.36,Shipped,3,9,2003,Vintage Cars,104,Singapore,Small
40,100,3,4900.8,Shipped,4,10,2003,Vintage Cars,104,USA,Medium
31,89.01,1,2759.31,Shipped,4,11,2003,Vintage Cars,104,Italy,Small
22,100,10,2488.2,Shipped,4,11,2003,Vintage Cars,104,USA,Small
23,100,2,2769.89,Shipped,4,11,2003,Vintage Cars,104,Australia,Small
30,100,8,3581.4,Shipped,4,12,2003,Vintage Cars,104,Canada,Medium
49,100,5,5285.14,Shipped,1,1,2004,Vintage Cars,104,USA,Medium
31,100,4,3181.53,Shipped,1,3,2004,Vintage Cars,104,USA,Medium
29,100,2,3340.51,Shipped,2,4,2004,Vintage Cars,104,Spain,Medium
37,84.82,2,3138.34,Shipped,2,6,2004,Vintage Cars,104,USA,Medium
38,100,11,4775.08,Shipped,3,7,2004,Vintage Cars,104,Australia,Medium
29,100,4,3006.43,Shipped,3,8,2004,Vintage Cars,104,Italy,Medium
23,100,13,2866.26,Shipped,3,9,2004,Vintage Cars,104,Sweden,Small
26,85.87,8,2232.62,Shipped,4,10,2004,Vintage Cars,104,France,Small
38,100,5,4457.02,Shipped,4,10,2004,Vintage Cars,104,USA,Medium
48,47.04,7,2257.92,Shipped,4,11,2004,Vintage Cars,104,USA,Small
40,39.8,18,1592,Shipped,4,11,2004,Vintage Cars,104,UK,Small
45,100,11,4948.2,Shipped,4,11,2004,Vintage Cars,104,Australia,Medium
44,100,4,5160.76,Shipped,4,12,2004,Vintage Cars,104,USA,Medium
21,94.22,5,1978.62,Shipped,1,1,2005,Vintage Cars,104,USA,Small
35,100,5,4288.2,Shipped,1,2,2005,Vintage Cars,104,USA,Medium
29,86.92,2,2520.68,Shipped,1,3,2005,Vintage Cars,104,Austria,Small
21,84.82,2,1781.22,In Process,2,5,2005,Vintage Cars,104,Belgium,Small
22,100,11,3065.04,Shipped,1,2,2003,Vintage Cars,136,Denmark,Medium
26,100,5,3551.34,Shipped,2,4,2003,Vintage Cars,136,Singapore,Medium
41,100,2,5544.02,Shipped,2,6,2003,Vintage Cars,136,Spain,Medium
47,100,8,6034.33,Shipped,3,8,2003,Vintage Cars,136,USA,Medium
31,100,7,3641.57,Shipped,3,9,2003,Vintage Cars,136,Spain,Medium
43,100,2,6930.74,Shipped,4,10,2003,Vintage Cars,136,USA,Medium
23,100,9,3675.63,Shipped,4,11,2003,Vintage Cars,136,Spain,Medium
28,100,9,3442.04,Shipped,4,11,2003,Vintage Cars,136,USA,Medium
49,100,1,6893.81,Shipped,4,11,2003,Vintage Cars,136,USA,Medium
24,100,9,2622.48,Shipped,1,1,2004,Vintage Cars,136,France,Small
33,100,3,4417.38,Shipped,1,2,2004,Vintage Cars,136,Belgium,Medium
22,100,6,3606.02,Shipped,1,3,2004,Vintage Cars,136,UK,Medium
32,100,12,3802.56,Cancelled,2,5,2004,Vintage Cars,136,USA,Medium
40,100,13,5026.4,Shipped,3,7,2004,Vintage Cars,136,Belgium,Medium
43,100,1,6695.53,Shipped,3,8,2004,Vintage Cars,136,USA,Medium
24,100,4,2819.28,Shipped,3,9,2004,Vintage Cars,136,Italy,Small
32,100,9,3759.04,Shipped,4,10,2004,Vintage Cars,136,UK,Medium
20,100,1,2731.8,Shipped,4,10,2004,Vintage Cars,136,Denmark,Small
24,69.12,9,1658.88,Shipped,4,11,2004,Vintage Cars,136,Norway,Small
48,100,12,5778.24,Shipped,4,11,2004,Vintage Cars,136,France,Medium
44,100,1,5191.12,Shipped,4,12,2004,Vintage Cars,136,Spain,Medium
28,100,3,3862.88,Shipped,1,1,2005,Vintage Cars,136,Japan,Medium
24,61.52,9,1476.48,Shipped,1,2,2005,Vintage Cars,136,Spain,Small
33,100,2,5273.73,Shipped,1,3,2005,Vintage Cars,136,USA,Medium
41,100,12,4872.03,On Hold,2,5,2005,Vintage Cars,136,USA,Medium
23,100,13,4556.99,Shipped,1,1,2003,Classic Cars,169,Spain,Medium
46,100,5,8257,Shipped,1,3,2003,Classic Cars,169,USA,Large
48,100,4,8209.44,Shipped,2,4,2003,Classic Cars,169,France,Large
25,100,3,3598.5,Shipped,2,5,2003,Classic Cars,169,France,Medium
22,100,15,3837.24,Shipped,2,6,2003,Classic Cars,169,USA,Medium
41,100,3,8331.61,Shipped,3,7,2003,Classic Cars,169,France,Large
34,100,9,4836.5,Shipped,3,8,2003,Classic Cars,169,Finland,Medium
32,100,14,5418.88,Shipped,3,9,2003,Classic Cars,169,Australia,Medium
21,100,7,3734.01,Shipped,3,9,2003,Classic Cars,169,Finland,Medium
20,100,1,3996.4,Shipped,4,10,2003,Classic Cars,169,USA,Medium
47,100,16,8754.69,Shipped,4,10,2003,Classic Cars,169,Singapore,Large
39,100,3,5481.45,Shipped,4,11,2003,Classic Cars,169,Canada,Medium
29,100,5,4419.89,Shipped,4,11,2003,Classic Cars,169,UK,Medium
45,100,7,6324.75,Shipped,4,11,2003,Classic Cars,169,Norway,Medium
28,100,10,4409.72,Shipped,4,11,2003,Classic Cars,169,Spain,Medium
26,100,12,3918.46,Shipped,4,11,2003,Classic Cars,169,USA,Medium
50,100,10,7620.5,Shipped,4,11,2003,Classic Cars,169,USA,Large
48,100,1,8291.04,Shipped,4,12,2003,Classic Cars,169,Spain,Large
25,100,11,3937.25,Shipped,4,12,2003,Classic Cars,169,USA,Medium
40,100,11,5554.4,Shipped,1,1,2004,Classic Cars,169,Spain,Medium
43,100,2,6407.86,Shipped,1,2,2004,Classic Cars,169,Switzerland,Medium
